Session,GlobalIndex,LocalIndex,TargetChar,AngleX,AngleY,UserInput,IsCorrect,FontSize,SpawnZone,,,,,,
,2405,2,F,16.67,28.32,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,2406,3,T,50.28,21.19,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,2407,4,P,-54.02,7.82,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,2408,5,Z,-11.74,-27.46,Z,TRUE,28.3,Grid_Middle-Center,,,,,,
,2409,6,E,38.96,-21.74,E,TRUE,122.9,Grid_Middle-Right,,,,,,
,2410,7,D,-37.37,-39.59,D,TRUE,46.1,Grid_Bottom-Left,,,,,,
,2411,8,L,-3.8,-36.55,L,TRUE,17.3,Grid_Bottom-Center,,,,,,
,2412,9,O,49.85,-50.01,NotVisible,FALSE,28.3,Grid_Bottom-Right,,,,,,
,2413,1,D,-31.8,31.55,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,2414,2,T,-8.92,24.83,T,TRUE,28.3,Grid_Top-Center,,,,,,
,2415,3,L,27.25,30.82,L,TRUE,46.1,Grid_Top-Right,,,,,,
,2416,4,P,-52.88,-23.74,NotVisible,FALSE,46.1,Grid_Middle-Left,,,,,,
,2417,5,E,22.84,-3.51,E,TRUE,17.3,Grid_Middle-Center,,,,,,
,2418,6,F,52.46,-21.34,NotVisible,FALSE,122.9,Grid_Middle-Right,,,,,,
,2419,7,O,-44.56,-40.07,D,FALSE,201,Grid_Bottom-Left,,,,,,
,2420,8,C,-18.48,-33.61,C,TRUE,122.9,Grid_Bottom-Center,,,,,,
,2421,9,Z,50.75,-38.59,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,2422,1,O,-47.9,34.75,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,2423,2,T,5.18,23.18,T,TRUE,75.3,Grid_Top-Center,,,,,,
,2424,3,C,33.37,19.77,C,TRUE,28.3,Grid_Top-Right,,,,,,
,2425,4,E,-53.9,8.81,NotVisible,FALSE,17.3,Grid_Middle-Left,,,,,,
,2426,5,F,-6.9,-11.58,F,TRUE,17.3,Grid_Middle-Center,,,,,,
,2427,6,P,48,-19.36,NotVisible,FALSE,122.9,Grid_Middle-Right,,,,,,
,2428,7,D,-31.64,-31.55,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,2429,8,L,13.85,-43.74,L,TRUE,122.9,Grid_Bottom-Center,,,,,,
,2430,9,Z,54.45,-35.58,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,2431,1,O,-36.71,13.47,O,TRUE,28.3,Grid_Top-Left,,,,,,
,2432,2,T,22.02,39.06,NotVisible,FALSE,17.3,Grid_Top-Center,,,,,,
,2433,3,F,42.65,26.02,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,2434,4,E,-48.63,-14.41,NotVisible,FALSE,17.3,Grid_Middle-Left,,,,,,
,2435,5,P,-14.06,-20.1,P,TRUE,17.3,Grid_Middle-Center,,,,,,
,2436,6,L,52.7,9.01,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,2437,7,D,-49.4,-47.63,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,2438,8,C,-1.91,-51.06,NotVisible,FALSE,122.9,Grid_Bottom-Center,,,,,,
,2439,9,Z,40.94,-33.25,Z,TRUE,75.3,Grid_Bottom-Right,,,,,,
,2440,1,E,-26.32,32.42,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,2441,2,T,-16.87,23,T,TRUE,122.9,Grid_Top-Center,,,,,,
,2442,3,L,53.9,20.8,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,2443,4,F,-44.47,-17.88,F,TRUE,46.1,Grid_Middle-Left,,,,,,
,2444,5,P,13.63,-1.47,P,TRUE,75.3,Grid_Middle-Center,,,,,,
,2445,6,Z,45.58,-10,Z,TRUE,201,Grid_Middle-Right,,,,,,
,2446,7,D,-45.47,-51.05,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,2447,8,C,-12.66,-51.55,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2448,9,O,31.57,-50.27,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,2449,1,Z,-48.46,35.31,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2450,2,L,-2.1,32.93,L,TRUE,122.9,Grid_Top-Center,,,,,,
,2451,3,D,53.4,27.58,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,2452,4,E,-53.57,-10.94,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,2453,5,T,7.36,-4.6,T,TRUE,6.5,Grid_Middle-Center,,,,,,
,2454,6,P,31.07,-16.35,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,2455,7,F,-46.51,-36.39,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,2456,8,O,-4.38,-36.58,O,TRUE,75.3,Grid_Bottom-Center,,,,,,
,2457,9,C,36.73,-31.12,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,2458,1,C,-51.42,41.23,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,2459,2,O,-20.86,36.42,O,TRUE,122.9,Grid_Top-Center,,,,,,
,2460,3,E,34.26,33.71,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,2461,4,P,-42.85,-28.77,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,2462,5,Z,-7.54,-20.48,Z,TRUE,122.9,Grid_Middle-Center,,,,,,
,2463,6,L,40.22,-19.62,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,2464,7,D,-42.6,-51.23,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,2465,8,T,-16.59,-51.73,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,2466,9,F,33.72,-50.04,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,2467,1,C,-43.19,30.92,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,2468,2,D,6.56,16.32,D,TRUE,122.9,Grid_Top-Center,,,,,,
,2469,3,E,53.62,32.45,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,2470,4,Z,-49.96,-20.54,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,2471,5,L,-19,-24.84,NotVisible,FALSE,6.5,Grid_Middle-Center,,,,,,
,2472,6,T,28.32,-16.05,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,2473,7,F,-30.41,-46.76,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,2474,8,P,17.66,-33.95,P,TRUE,17.3,Grid_Bottom-Center,,,,,,
,2475,9,O,31.19,-51.12,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,2476,1,E,-41.72,41.96,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2477,2,T,-20.9,25.87,T,TRUE,10.6,Grid_Top-Center,,,,,,
,2478,3,O,46.62,19.24,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,2479,4,L,-46.36,-2.13,L,TRUE,46.1,Grid_Middle-Left,,,,,,
,2480,5,C,-1.11,7.57,C,TRUE,75.3,Grid_Middle-Center,,,,,,
,2481,6,Z,46.2,0.62,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,2482,7,D,-43.25,-48.14,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,2483,8,P,-14.94,-44.23,P,TRUE,46.1,Grid_Bottom-Center,,,,,,
,2484,9,F,41.56,-42.92,NotVisible,FALSE,201,Grid_Bottom-Right,,,,,,
,2485,1,L,-36.72,40.61,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,2486,2,C,-17.74,38.28,O,FALSE,28.3,Grid_Top-Center,,,,,,
,2487,3,T,42.06,39.99,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,2488,4,Z,-37.74,-5.36,Z,TRUE,46.1,Grid_Middle-Left,,,,,,
,2489,5,O,17.23,-22.17,O,TRUE,201,Grid_Middle-Center,,,,,,
,2490,6,D,41.81,-12.94,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,2491,7,E,-50.93,-38.99,NotVisible,FALSE,122.9,Grid_Bottom-Left,,,,,,
,2492,8,F,17.37,-47.86,NotVisible,FALSE,122.9,Grid_Bottom-Center,,,,,,
,2493,9,P,35.24,-41.3,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,2494,1,T,-43.82,35.15,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2495,2,Z,9.57,23.21,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,2496,3,F,41.62,31.21,F,TRUE,122.9,Grid_Top-Right,,,,,,
,2497,4,L,-35.34,4.19,T,FALSE,10.6,Grid_Middle-Left,,,,,,
,2498,5,E,9.46,-13.95,E,TRUE,46.1,Grid_Middle-Center,,,,,,
,2499,6,O,39.91,-21.47,O,TRUE,28.3,Grid_Middle-Right,,,,,,
,2500,7,D,-46.6,-43.81,D,TRUE,122.9,Grid_Bottom-Left,,,,,,
,2501,8,P,6.33,-46.41,P,TRUE,201,Grid_Bottom-Center,,,,,,
,2502,9,C,34.43,-51.41,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,2503,1,T,-41.04,21.57,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,2504,2,D,-9.88,23.02,D,TRUE,201,Grid_Top-Center,,,,,,
,2505,3,L,48.21,16.31,L,TRUE,75.3,Grid_Top-Right,,,,,,
,2506,4,P,-39.9,-10.24,P,TRUE,46.1,Grid_Middle-Left,,,,,,
,2507,5,O,-5.05,4.31,NotVisible,FALSE,6.5,Grid_Middle-Center,,,,,,
,2508,6,F,33.87,1.9,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,2509,7,C,-49.46,-31.83,NotVisible,FALSE,46.1,Grid_Bottom-Left,,,,,,
,2510,8,Z,4.32,-45.87,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2511,9,E,37.74,-45.31,E,TRUE,201,Grid_Bottom-Right,,,,,,
,2512,1,O,-36.44,42.38,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,2513,2,D,20.85,35.74,NotVisible,FALSE,75.3,Grid_Top-Center,,,,,,
,2514,3,C,26.83,37.35,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,2515,4,F,-36.13,0.42,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,2516,5,P,-14.18,-24.45,P,TRUE,46.1,Grid_Middle-Center,,,,,,
,2517,6,Z,36.59,-0.54,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,2518,7,L,-42.67,-41.55,L,TRUE,75.3,Grid_Bottom-Left,,,,,,
,2519,8,T,22.32,-34.87,T,TRUE,75.3,Grid_Bottom-Center,,,,,,
,2520,9,E,44.29,-35.7,E,TRUE,46.1,Grid_Bottom-Right,,,,,,
,2521,1,P,-30.13,42.14,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,2522,2,F,-20.48,41.25,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,2523,3,L,45.15,33.35,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,2524,4,C,-46.17,-18.48,C,TRUE,46.1,Grid_Middle-Left,,,,,,
,2525,5,D,20.36,0.56,NotVisible,FALSE,6.5,Grid_Middle-Center,,,,,,
,2526,6,E,40.47,-26.88,E,TRUE,75.3,Grid_Middle-Right,,,,,,
,2527,7,Z,-35.76,-50.29,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,2528,8,T,10.97,-43.83,T,TRUE,122.9,Grid_Bottom-Center,,,,,,
,2529,9,O,47.4,-38.17,O,TRUE,122.9,Grid_Bottom-Right,,,,,,
,2530,1,D,-37.31,13.77,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,2531,2,C,-12.85,20.5,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,2532,3,Z,50.59,36.98,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,2533,4,E,-37.63,-0.72,E,TRUE,46.1,Grid_Middle-Left,,,,,,
,2534,5,F,-23.66,-23.45,P,FALSE,10.6,Grid_Middle-Center,,,,,,
,2535,6,O,30.52,2.8,O,TRUE,46.1,Grid_Middle-Right,,,,,,
,2536,7,P,-54.13,-33.32,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,2537,8,T,-3.62,-35.04,T,TRUE,75.3,Grid_Bottom-Center,,,,,,
,2538,9,L,46.04,-43.83,L,TRUE,75.3,Grid_Bottom-Right,,,,,,
,2539,1,P,-53.32,35.17,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2540,2,L,16.97,22.4,L,TRUE,75.3,Grid_Top-Center,,,,,,
,2541,3,F,40.18,34.15,F,TRUE,122.9,Grid_Top-Right,,,,,,
,2542,4,C,-50.31,1.91,C,TRUE,201,Grid_Middle-Left,,,,,,
,2543,5,O,5.15,-13.92,O,TRUE,46.1,Grid_Middle-Center,,,,,,
,2544,6,T,44.53,-23.27,T,TRUE,201,Grid_Middle-Right,,,,,,
,2545,7,E,-36.61,-48.38,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,2546,8,Z,-12.11,-41.52,Z,TRUE,28.3,Grid_Bottom-Center,,,,,,
,2547,9,D,48.12,-50.16,NotVisible,FALSE,201,Grid_Bottom-Right,,,,,,
,2548,1,C,-51.2,41.35,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2549,2,T,-20.52,12.57,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,2550,3,L,50.92,31.83,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,2551,4,E,-46.57,-7.43,E,TRUE,122.9,Grid_Middle-Left,,,,,,
,2552,5,O,14.99,-5.02,O,TRUE,17.3,Grid_Middle-Center,,,,,,
,2553,6,D,43.91,-23.13,D,TRUE,75.3,Grid_Middle-Right,,,,,,
,2554,7,Z,-36.99,-52.65,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,2555,8,F,0.97,-50.17,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2556,9,P,37.22,-37.16,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,2557,1,C,-30.19,28.45,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,2558,2,P,20,41.56,NotVisible,FALSE,75.3,Grid_Top-Center,,,,,,
,2559,3,T,36.3,13.63,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,2560,4,O,-31.33,-26.59,O,TRUE,10.6,Grid_Middle-Left,,,,,,
,2561,5,L,-4.61,-8.14,L,TRUE,75.3,Grid_Middle-Center,,,,,,
,2562,6,D,41.08,-14.07,D,TRUE,201,Grid_Middle-Right,,,,,,
,2563,7,Z,-39.38,-39.29,Z,TRUE,201,Grid_Bottom-Left,,,,,,
,2564,8,F,17.92,-44.86,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,2565,9,E,52.9,-39.79,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,2566,1,D,-47.69,16.77,D,TRUE,122.9,Grid_Top-Left,,,,,,
,2567,2,T,-12.65,29.97,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,2568,3,P,53.69,14.29,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,2569,4,Z,-54.49,0,NotVisible,FALSE,46.1,Grid_Middle-Left,,,,,,
,2570,5,E,1.8,-25.34,E,TRUE,75.3,Grid_Middle-Center,,,,,,
,2571,6,O,38.02,-17.96,O,TRUE,46.1,Grid_Middle-Right,,,,,,
,2572,7,C,-32.1,-51.93,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,2573,8,L,23.27,-30.32,L,TRUE,10.6,Grid_Bottom-Center,,,,,,
,2574,9,F,29.33,-33.41,F,TRUE,122.9,Grid_Bottom-Right,,,,,,
,2575,1,O,-52.87,31.91,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2576,2,E,6.72,21.61,E,TRUE,46.1,Grid_Top-Center,,,,,,
,2577,3,P,41.29,28.31,P,TRUE,201,Grid_Top-Right,,,,,,
,2578,4,L,-43.17,-23.54,L,TRUE,46.1,Grid_Middle-Left,,,,,,
,2579,5,D,-5.92,-12.56,D,TRUE,75.3,Grid_Middle-Center,,,,,,
,2580,6,Z,53.92,-24.36,NotVisible,FALSE,28.3,Grid_Middle-Right,,,,,,
,2581,7,F,-46.08,-47.19,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,2582,8,T,16.9,-49.12,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2583,9,C,32.3,-33.79,C,TRUE,75.3,Grid_Bottom-Right,,,,,,
,2584,1,L,-42.26,32.03,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,2585,2,C,-7.22,25.7,C,TRUE,122.9,Grid_Top-Center,,,,,,
,2586,3,Z,50.68,33.09,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,2587,4,T,-42.21,-15.28,NotVisible,FALSE,6.5,Grid_Middle-Left,,,,,,
,2588,5,F,4.68,-1.04,F,TRUE,10.6,Grid_Middle-Center,,,,,,
,2589,6,O,47.46,-16.37,O,TRUE,201,Grid_Middle-Right,,,,,,
,2590,7,P,-50.7,-38.34,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,2591,8,E,-10.53,-37.89,E,TRUE,75.3,Grid_Bottom-Center,,,,,,
,2592,9,D,46.48,-32.9,D,TRUE,46.1,Grid_Bottom-Right,,,,,,
,2593,1,D,-33.42,16.04,D,TRUE,10.6,Grid_Top-Left,,,,,,
,2594,2,L,16.27,37.14,F,FALSE,122.9,Grid_Top-Center,,,,,,
,2595,3,T,37.06,41.35,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,2596,4,O,-44.95,5.81,O,TRUE,46.1,Grid_Middle-Left,,,,,,
,2597,5,E,20.37,-23.37,E,TRUE,17.3,Grid_Middle-Center,,,,,,
,2598,6,P,35.31,-21.81,P,TRUE,17.3,Grid_Middle-Right,,,,,,
,2599,7,F,-52.54,-40.68,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,2600,8,C,-22.63,-37.72,C,TRUE,122.9,Grid_Bottom-Center,,,,,,
,2601,9,Z,54.5,-48.3,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,2602,1,E,-39.67,41.01,NotVisible,FALSE,75.3,Grid_Top-Left,,,,,,
,2603,2,D,23.43,39.98,NotVisible,FALSE,28.3,Grid_Top-Center,,,,,,
,2604,3,P,44.42,39.79,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,2605,4,F,-46.49,7.6,F,TRUE,75.3,Grid_Middle-Left,,,,,,
,2606,5,T,7,7.76,T,TRUE,17.3,Grid_Middle-Center,,,,,,
,2607,6,Z,54.18,-25.88,NotVisible,FALSE,75.3,Grid_Middle-Right,,,,,,
,2608,7,L,-29.89,-42.84,L,TRUE,201,Grid_Bottom-Left,,,,,,
,2609,8,C,9.09,-35.67,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2610,9,O,36.26,-48.45,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,2611,1,O,-48.67,35.77,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2612,2,P,6.53,29.99,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,2613,3,E,37.85,31.66,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,2614,4,C,-42.64,3.09,D,FALSE,10.6,Grid_Middle-Left,,,,,,
,2615,5,D,3.65,6.32,D,TRUE,10.6,Grid_Middle-Center,,,,,,
,2616,6,T,49.73,-15.01,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,2617,7,Z,-33.84,-41.88,Z,TRUE,46.1,Grid_Bottom-Left,,,,,,
,2618,8,L,-23.58,-46.26,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2619,9,F,40.31,-35.26,F,TRUE,201,Grid_Bottom-Right,,,,,,
,2620,1,D,-34.75,30.17,D,TRUE,201,Grid_Top-Left,,,,,,
,2621,2,Z,13.39,12.83,Z,TRUE,28.3,Grid_Top-Center,,,,,,
,2622,3,C,31.2,22.18,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,2623,4,O,-35.51,-16.3,O,TRUE,201,Grid_Middle-Left,,,,,,
,2624,5,F,4.09,-25.67,F,TRUE,10.6,Grid_Middle-Center,,,,,,
,2625,6,E,46.83,-4.9,E,TRUE,28.3,Grid_Middle-Right,,,,,,
,2626,7,L,-48.73,-45.59,NotVisible,FALSE,46.1,Grid_Bottom-Left,,,,,,
,2627,8,P,-24.04,-43.78,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,2628,9,T,29.92,-45.89,T,TRUE,75.3,Grid_Bottom-Right,,,,,,
,2629,1,O,-27.62,17.13,D,FALSE,10.6,Grid_Top-Left,,,,,,
,2630,2,C,-20.83,41.93,NotVisible,FALSE,75.3,Grid_Top-Center,,,,,,
,2631,3,T,30.89,27.1,T,TRUE,122.9,Grid_Top-Right,,,,,,
,2632,4,Z,-43.63,-8.7,Z,TRUE,28.3,Grid_Middle-Left,,,,,,
,2633,5,L,18.19,-9.54,L,TRUE,201,Grid_Middle-Center,,,,,,
,2634,6,F,45.78,-21.3,F,TRUE,28.3,Grid_Middle-Right,,,,,,
,2635,7,D,-43.47,-42.74,D,TRUE,201,Grid_Bottom-Left,,,,,,
,2636,8,E,-20.71,-49.43,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,2637,9,P,47.79,-31.85,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,2638,1,D,-53.09,33.22,NotVisible,FALSE,201,Grid_Top-Left,,,,,,
,2639,2,F,-13.78,32.15,F,TRUE,75.3,Grid_Top-Center,,,,,,
,2640,3,P,53.28,40.34,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,2641,4,E,-38.45,-2.44,E,TRUE,201,Grid_Middle-Left,,,,,,
,2642,5,T,-22.46,2.6,T,TRUE,28.3,Grid_Middle-Center,,,,,,
,2643,6,C,52.21,-19.01,C,TRUE,201,Grid_Middle-Right,,,,,,
,2644,7,L,-28.99,-46.63,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,2645,8,O,-2.52,-46.49,O,TRUE,201,Grid_Bottom-Center,,,,,,
,2646,9,Z,53.96,-48.96,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,2647,1,P,-43.67,33.04,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,2648,2,D,6.28,20.33,D,TRUE,122.9,Grid_Top-Center,,,,,,
,2649,3,O,33.73,29.09,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,2650,4,L,-31.46,-3.33,L,TRUE,122.9,Grid_Middle-Left,,,,,,
,2651,5,F,8.61,-8.39,F,TRUE,46.1,Grid_Middle-Center,,,,,,
,2652,6,E,31.87,-13.04,E,TRUE,201,Grid_Middle-Right,,,,,,
,2653,7,T,-43.65,-45.3,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,2654,8,Z,6.56,-47.78,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,2655,9,C,33.69,-39.31,C,TRUE,201,Grid_Bottom-Right,,,,,,
,2656,1,C,-54.41,19.59,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2657,2,F,-16.26,38.94,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,2658,3,T,52.98,35.25,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,2659,4,O,-48.54,-11.4,O,TRUE,75.3,Grid_Middle-Left,,,,,,
,2660,5,Z,21.74,3.9,Z,TRUE,46.1,Grid_Middle-Center,,,,,,
,2661,6,P,49.24,-5.65,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,2662,7,E,-26.43,-44.48,E,TRUE,28.3,Grid_Bottom-Left,,,,,,
,2663,8,L,-7.01,-40.16,L,TRUE,122.9,Grid_Bottom-Center,,,,,,
,2664,9,D,53.19,-50.39,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,2665,1,O,-41.24,40.29,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,2666,2,T,-0.57,37.67,NotVisible,FALSE,17.3,Grid_Top-Center,,,,,,
,2667,3,F,54.59,24.68,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,2668,4,C,-50.27,1.82,NotVisible,FALSE,122.9,Grid_Middle-Left,,,,,,
,2669,5,Z,3.52,-27.09,Z,TRUE,75.3,Grid_Middle-Center,,,,,,
,2670,6,P,37.76,-20.02,P,TRUE,28.3,Grid_Middle-Right,,,,,,
,2671,7,E,-48.44,-38.19,NotVisible,FALSE,46.1,Grid_Bottom-Left,,,,,,
,2672,8,L,23.35,-49.01,L,TRUE,46.1,Grid_Bottom-Center,,,,,,
,2673,9,D,45.37,-47.26,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,2674,1,F,-54.61,22.49,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,2675,2,P,-0.2,34.92,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,2676,3,Z,33.54,41.94,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,2677,4,C,-42.62,-8.1,C,TRUE,122.9,Grid_Middle-Left,,,,,,
,2678,5,O,-21.76,8.79,O,TRUE,28.3,Grid_Middle-Center,,,,,,
,2679,6,T,37.87,-3.15,T,TRUE,75.3,Grid_Middle-Right,,,,,,
,2680,7,L,-39.98,-39.6,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,2681,8,D,-18.05,-43.26,D,TRUE,201,Grid_Bottom-Center,,,,,,
,2682,9,E,37.34,-36.13,E,TRUE,46.1,Grid_Bottom-Right,,,,,,
,2683,1,E,-51.26,29.56,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,2684,2,L,6.47,31.89,L,TRUE,201,Grid_Top-Center,,,,,,
,2685,3,P,45.76,32.25,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,2686,4,Z,-47.39,-9.94,Z,TRUE,122.9,Grid_Middle-Left,,,,,,
,2687,5,T,1.87,-25.97,T,TRUE,10.6,Grid_Middle-Center,,,,,,
,2688,6,F,53.87,-26.09,NotVisible,FALSE,75.3,Grid_Middle-Right,,,,,,
,2689,7,D,-43.15,-40.44,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,2690,8,C,13.18,-48.23,C,TRUE,75.3,Grid_Bottom-Center,,,,,,
,2691,9,O,46.83,-38.33,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,2692,1,T,-50.21,25.41,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,2693,2,Z,9.3,16.85,Z,TRUE,46.1,Grid_Top-Center,,,,,,
,2694,3,O,27.35,34.24,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,2695,4,L,-43.91,-23.5,L,TRUE,201,Grid_Middle-Left,,,,,,
,2696,5,C,-16.23,-2.7,C,TRUE,201,Grid_Middle-Center,,,,,,
,2697,6,D,43.89,-14.57,D,TRUE,75.3,Grid_Middle-Right,,,,,,
,2698,7,F,-53.71,-40.11,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,2699,8,E,20.99,-42.32,E,TRUE,17.3,Grid_Bottom-Center,,,,,,
