Session,GlobalIndex,LocalIndex,TargetChar,AngleX,AngleY,UserInput,IsCorrect,FontSize,SpawnZone,,,,,,
,1423,1,D,-45.54,37.53,NotVisible,FALSE,201,Grid_Top-Left,,,,,,
,1424,2,O,-18.2,36.47,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1425,3,P,36.63,28.89,P,TRUE,75.3,Grid_Top-Right,,,,,,
,1426,4,Z,-54.42,4.85,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,1427,5,F,-15.49,4.49,F,TRUE,17.3,Grid_Middle-Center,,,,,,
,1428,6,C,53.88,-1.68,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,1429,7,T,-47.8,-39.77,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1430,8,E,-14.1,-48.91,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,1431,9,L,32.06,-46.01,L,TRUE,75.3,Grid_Bottom-Right,,,,,,
,1432,1,Z,-40.47,20.67,NotVisible,FALSE,6.5,Grid_Top-Left,,,,,,
,1433,2,C,-2.07,19.39,C,TRUE,46.1,Grid_Top-Center,,,,,,
,1434,3,E,53.7,40.08,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1435,4,P,-51.26,-22.42,NotVisible,FALSE,122.9,Grid_Middle-Left,,,,,,
,1436,5,L,1.52,-8.61,L,TRUE,201,Grid_Middle-Center,,,,,,
,1437,6,T,38.01,-24.55,T,TRUE,17.3,Grid_Middle-Right,,,,,,
,1438,7,D,-37.51,-36.76,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,1439,8,F,15.52,-49.72,F,TRUE,75.3,Grid_Bottom-Center,,,,,,
,1440,9,O,26.24,-46.83,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,1441,1,O,-40.67,31.75,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,1442,2,D,-18.55,42.08,NotVisible,FALSE,28.3,Grid_Top-Center,,,,,,
,1443,3,T,50.96,27.95,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,1444,4,Z,-52.47,-7.05,NotVisible,FALSE,46.1,Grid_Middle-Left,,,,,,
,1445,5,C,23.04,2.16,C,TRUE,46.1,Grid_Middle-Center,,,,,,
,1446,6,E,29.68,3.47,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,1447,7,P,-54.48,-43.89,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1448,8,F,15.22,-50.86,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,1449,9,L,48.57,-47.6,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,1450,1,D,-39.92,40.24,NotVisible,FALSE,75.3,Grid_Top-Left,,,,,,
,1451,2,O,16.39,31.22,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1452,3,P,52.83,38.81,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,1453,4,E,-48.43,-19.1,NotVisible,FALSE,46.1,Grid_Middle-Left,,,,,,
,1454,5,T,0.36,5.64,T,TRUE,17.3,Grid_Middle-Center,,,,,,
,1455,6,Z,47.11,-18.48,NotVisible,FALSE,28.3,Grid_Middle-Right,,,,,,
,1456,7,C,-37.89,-37.52,C,TRUE,122.9,Grid_Bottom-Left,,,,,,
,1457,8,F,13.06,-31.53,F,TRUE,46.1,Grid_Bottom-Center,,,,,,
,1458,9,L,45.56,-48.24,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,1459,1,O,-35,19.19,O,TRUE,75.3,Grid_Top-Left,,,,,,
,1460,2,Z,-23.78,19.41,Z,TRUE,10.6,Grid_Top-Center,,,,,,
,1461,3,L,52,22.39,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1462,4,P,-46,5.03,NotVisible,FALSE,122.9,Grid_Middle-Left,,,,,,
,1463,5,C,7.45,2.03,C,TRUE,10.6,Grid_Middle-Center,,,,,,
,1464,6,E,52.12,-21.73,NotVisible,FALSE,17.3,Grid_Middle-Right,,,,,,
,1465,7,F,-47.6,-45.48,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1466,8,T,5.49,-47.07,T,TRUE,46.1,Grid_Bottom-Center,,,,,,
,1467,9,D,37.85,-39.74,NotVisible,FALSE,28.3,Grid_Bottom-Right,,,,,,
,1468,1,E,-33.89,28.21,E,TRUE,201,Grid_Top-Left,,,,,,
,1469,2,F,-0.67,39.09,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1470,3,Z,27.64,18.64,Z,TRUE,46.1,Grid_Top-Right,,,,,,
,1471,4,T,-37.99,-19.67,T,TRUE,201,Grid_Middle-Left,,,,,,
,1472,5,O,11.05,-6.81,O,TRUE,201,Grid_Middle-Center,,,,,,
,1473,6,L,43.69,0.73,L,TRUE,46.1,Grid_Middle-Right,,,,,,
,1474,7,C,-33.08,-51.48,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,1475,8,P,10.94,-44.42,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,1476,9,D,36.93,-44.98,NotVisible,FALSE,28.3,Grid_Bottom-Right,,,,,,
,1477,1,O,-47.72,24.29,NotVisible,FALSE,75.3,Grid_Top-Left,,,,,,
,1478,2,F,-5.16,29.08,F,TRUE,201,Grid_Top-Center,,,,,,
,1479,3,E,36.13,27.41,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1480,4,C,-51.38,3.97,NotVisible,FALSE,201,Grid_Middle-Left,,,,,,
,1481,5,L,7.68,-3.22,L,TRUE,201,Grid_Middle-Center,,,,,,
,1482,6,T,53,-19.12,NotVisible,FALSE,28.3,Grid_Middle-Right,,,,,,
,1483,7,Z,-45.53,-46.33,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1484,8,P,-17.57,-34.13,P,TRUE,28.3,Grid_Bottom-Center,,,,,,
,1485,9,D,45.67,-46.27,NotVisible,FALSE,46.1,Grid_Bottom-Right,,,,,,
,1486,1,P,-34.15,24.19,P,TRUE,201,Grid_Top-Left,,,,,,
,1487,2,Z,-6.73,30.82,Z,TRUE,28.3,Grid_Top-Center,,,,,,
,1488,3,O,41.84,19.04,O,TRUE,28.3,Grid_Top-Right,,,,,,
,1489,4,T,-45.35,6.44,NotVisible,FALSE,6.5,Grid_Middle-Left,,,,,,
,1490,5,C,-22.54,-18.03,C,TRUE,46.1,Grid_Middle-Center,,,,,,
,1491,6,E,47.94,-9.31,NotVisible,FALSE,75.3,Grid_Middle-Right,,,,,,
,1492,7,L,-45.1,-42.23,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,1493,8,D,20.36,-51.38,NotVisible,FALSE,28.3,Grid_Bottom-Center,,,,,,
,1494,9,F,39.64,-37.71,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,1495,1,D,-37.37,27.23,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,1496,2,F,0.31,29.73,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,1497,3,T,49.42,13.02,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,1498,4,E,-46.13,-15.53,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,1499,5,L,20.68,-19.72,L,TRUE,122.9,Grid_Middle-Center,,,,,,
,1500,6,P,35.07,-25.16,P,TRUE,17.3,Grid_Middle-Right,,,,,,
,1501,7,Z,-49.7,-43.51,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,1502,8,C,5.7,-52.64,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,1503,9,O,34.07,-30.61,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,1504,1,T,-28.03,30.73,T,TRUE,75.3,Grid_Top-Left,,,,,,
,1505,2,Z,0.23,40.98,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,1506,3,E,50.53,19.94,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,1507,4,D,-46.2,-21.87,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,1508,5,L,12.69,3.44,NotVisible,FALSE,6.5,Grid_Middle-Center,,,,,,
,1509,6,O,36.55,-28.47,O,TRUE,17.3,Grid_Middle-Right,,,,,,
,1510,7,F,-35.41,-45.43,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1511,8,P,-13.03,-50.67,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,1512,9,C,40.96,-36.56,C,TRUE,75.3,Grid_Bottom-Right,,,,,,
,1513,1,Z,-35.7,27.08,Z,TRUE,75.3,Grid_Top-Left,,,,,,
,1514,2,O,4.74,20.49,O,TRUE,122.9,Grid_Top-Center,,,,,,
,1515,3,E,45.4,38.28,NotVisible,FALSE,201,Grid_Top-Right,,,,,,
,1516,4,F,-45.15,-5.08,F,TRUE,122.9,Grid_Middle-Left,,,,,,
,1517,5,C,23.49,5.28,C,TRUE,17.3,Grid_Middle-Center,,,,,,
,1518,6,T,51.37,0.29,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,1519,7,L,-29.81,-31.49,L,TRUE,10.6,Grid_Bottom-Left,,,,,,
,1520,8,D,-10.77,-49.82,D,TRUE,201,Grid_Bottom-Center,,,,,,
,1521,9,P,54.21,-39.37,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,1522,1,T,-33.54,32.27,T,TRUE,75.3,Grid_Top-Left,,,,,,
,1523,2,P,0.77,38.25,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,1524,3,Z,53.19,22.87,NotVisible,FALSE,28.3,Grid_Top-Right,,,,,,
,1525,4,L,-50.83,2.22,NotVisible,FALSE,17.3,Grid_Middle-Left,,,,,,
,1526,5,C,-14.49,-9.22,C,TRUE,201,Grid_Middle-Center,,,,,,
,1527,6,O,35.65,5.12,NotVisible,FALSE,6.5,Grid_Middle-Right,,,,,,
,1528,7,E,-30.65,-42.08,E,TRUE,75.3,Grid_Bottom-Left,,,,,,
,1529,8,F,-24.73,-44.24,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,1530,9,D,45.96,-45.34,NotVisible,FALSE,201,Grid_Bottom-Right,,,,,,
,1531,1,E,-43.78,12.77,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,1532,2,P,16.67,30.79,P,TRUE,122.9,Grid_Top-Center,,,,,,
,1533,3,T,53.02,36.37,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,1534,4,F,-44.89,-20.85,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,1535,5,Z,-15.61,-6.43,Z,TRUE,28.3,Grid_Middle-Center,,,,,,
,1536,6,C,39.56,-23.6,C,TRUE,46.1,Grid_Middle-Right,,,,,,
,1537,7,O,-53.51,-40.36,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,1538,8,L,-2.32,-44.52,L,TRUE,201,Grid_Bottom-Center,,,,,,
,1539,9,D,44.83,-50.08,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,1540,1,O,-34.78,26.92,O,TRUE,17.3,Grid_Top-Left,,,,,,
,1541,2,C,21.28,22.43,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,1542,3,L,50.62,37.46,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,1543,4,D,-53.03,-25.99,NotVisible,FALSE,75.3,Grid_Middle-Left,,,,,,
,1544,5,Z,-23.29,-4.96,Z,TRUE,28.3,Grid_Middle-Center,,,,,,
,1545,6,P,38.04,-18.7,P,TRUE,10.6,Grid_Middle-Right,,,,,,
,1546,7,F,-26.46,-41.8,F,TRUE,17.3,Grid_Bottom-Left,,,,,,
,1547,8,T,-13.84,-41.27,T,TRUE,28.3,Grid_Bottom-Center,,,,,,
,1548,9,E,31.77,-34.52,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,1549,1,F,-53.07,42.58,NotVisible,FALSE,10.6,Grid_Top-Left,,,,,,
,1550,2,C,11.57,35.9,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1551,3,Z,53.89,20.14,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,1552,4,O,-47.31,-24.09,NotVisible,FALSE,17.3,Grid_Middle-Left,,,,,,
,1553,5,P,14.78,-24.46,P,TRUE,28.3,Grid_Middle-Center,,,,,,
,1554,6,T,46.87,-15.3,T,TRUE,46.1,Grid_Middle-Right,,,,,,
,1555,7,L,-44.68,-34.66,L,TRUE,122.9,Grid_Bottom-Left,,,,,,
,1556,8,D,0.45,-50.43,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,1557,9,E,42.9,-46.49,NotVisible,FALSE,17.3,Grid_Bottom-Right,,,,,,
,1558,1,C,-44.9,36.15,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,1559,2,T,-24.37,28.42,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1560,3,L,48.14,37.64,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1561,4,O,-43.89,-17.59,O,TRUE,201,Grid_Middle-Left,,,,,,
,1562,5,F,3.8,9.07,F,TRUE,10.6,Grid_Middle-Center,,,,,,
,1563,6,P,34.02,6.36,P,TRUE,10.6,Grid_Middle-Right,,,,,,
,1564,7,E,-42.32,-52.33,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,1565,8,Z,0.88,-33.43,Z,TRUE,28.3,Grid_Bottom-Center,,,,,,
,1566,9,D,39.83,-40.85,NotVisible,FALSE,10.6,Grid_Bottom-Right,,,,,,
,1567,1,P,-46.33,33.06,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,1568,2,O,-16.96,20.69,O,TRUE,201,Grid_Top-Center,,,,,,
,1569,3,D,48.5,42.05,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1570,4,L,-26.31,-7.43,L,TRUE,10.6,Grid_Middle-Left,,,,,,
,1571,5,E,-7.32,-15.63,E,TRUE,75.3,Grid_Middle-Center,,,,,,
,1572,6,C,30.67,1.41,C,TRUE,28.3,Grid_Middle-Right,,,,,,
,1573,7,T,-48.6,-42.51,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,1574,8,F,-17.2,-39,F,TRUE,75.3,Grid_Bottom-Center,,,,,,
,1575,9,Z,27.93,-40.13,Z,TRUE,75.3,Grid_Bottom-Right,,,,,,
,1576,1,Z,-48.24,27.68,NotVisible,FALSE,28.3,Grid_Top-Left,,,,,,
,1577,2,O,-16.15,39.01,O,TRUE,75.3,Grid_Top-Center,,,,,,
,1578,3,E,39.04,25.97,NotVisible,FALSE,6.5,Grid_Top-Right,,,,,,
,1579,4,D,-47.81,-16.11,D,TRUE,122.9,Grid_Middle-Left,,,,,,
,1580,5,P,11.23,-5.66,P,TRUE,28.3,Grid_Middle-Center,,,,,,
,1581,6,L,34.69,-13.52,L,TRUE,17.3,Grid_Middle-Right,,,,,,
,1582,7,C,-50.44,-37.17,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,1583,8,F,-6.99,-38.36,F,TRUE,17.3,Grid_Bottom-Center,,,,,,
,1584,9,T,53.65,-48.49,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,1585,1,L,-50.75,19.18,NotVisible,FALSE,75.3,Grid_Top-Left,,,,,,
,1586,2,T,19.29,13.18,T,TRUE,17.3,Grid_Top-Center,,,,,,
,1587,3,P,44.24,40.19,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1588,4,C,-37.83,-9.42,C,TRUE,10.6,Grid_Middle-Left,,,,,,
,1589,5,O,-3.65,-19.04,O,TRUE,201,Grid_Middle-Center,,,,,,
,1590,6,Z,46.32,-3.36,Z,TRUE,46.1,Grid_Middle-Right,,,,,,
,1591,7,D,-50,-45.4,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,1592,8,E,-12.12,-40.43,E,TRUE,122.9,Grid_Bottom-Center,,,,,,
,1593,9,F,51.96,-44.35,NotVisible,FALSE,46.1,Grid_Bottom-Right,,,,,,
,1594,1,D,-27.26,25.06,D,TRUE,17.3,Grid_Top-Left,,,,,,
,1595,2,Z,14.13,41.31,NotVisible,FALSE,6.5,Grid_Top-Center,,,,,,
,1596,3,E,50.84,33.67,NotVisible,FALSE,75.3,Grid_Top-Right,,,,,,
,1597,4,F,-37.69,-12.67,NotVisible,FALSE,6.5,Grid_Middle-Left,,,,,,
,1598,5,C,-12.94,-24.82,C,TRUE,122.9,Grid_Middle-Center,,,,,,
,1599,6,L,32.24,-8.52,L,TRUE,17.3,Grid_Middle-Right,,,,,,
,1600,7,T,-51.98,-50.13,NotVisible,FALSE,46.1,Grid_Bottom-Left,,,,,,
,1601,8,O,15.16,-45.8,O,TRUE,201,Grid_Bottom-Center,,,,,,
,1602,9,P,39.71,-47.91,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,1603,1,C,-41.43,39.32,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,1604,2,F,-19.59,21.29,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1605,3,P,53.92,37.61,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,1606,4,D,-45.63,-0.2,NotVisible,FALSE,46.1,Grid_Middle-Left,,,,,,
,1607,5,E,17.11,-24.47,E,TRUE,122.9,Grid_Middle-Center,,,,,,
,1608,6,Z,50.24,-3.83,NotVisible,FALSE,10.6,Grid_Middle-Right,,,,,,
,1609,7,T,-52.58,-51.86,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
,1610,8,O,23.02,-46.53,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,1611,9,L,47.56,-33.55,NotVisible,FALSE,122.9,Grid_Bottom-Right,,,,,,
,1612,1,O,-52.84,19.05,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,1613,2,E,-22.16,34.89,E,TRUE,46.1,Grid_Top-Center,,,,,,
,1614,3,L,30.68,18.36,L,TRUE,201,Grid_Top-Right,,,,,,
,1615,4,Z,-45.66,-16.84,NotVisible,FALSE,28.3,Grid_Middle-Left,,,,,,
,1616,5,T,-20.02,-24.53,T,TRUE,75.3,Grid_Middle-Center,,,,,,
,1617,6,P,42.41,-8.13,P,TRUE,122.9,Grid_Middle-Right,,,,,,
,1618,7,F,-36.51,-50.03,NotVisible,FALSE,10.6,Grid_Bottom-Left,,,,,,
,1619,8,D,13.44,-30.65,D,TRUE,10.6,Grid_Bottom-Center,,,,,,
,1620,9,C,42.96,-34.3,NotVisible,FALSE,6.5,Grid_Bottom-Right,,,,,,
,1621,1,C,-43.54,32.11,NotVisible,FALSE,122.9,Grid_Top-Left,,,,,,
,1622,2,Z,4.29,20.78,Z,TRUE,122.9,Grid_Top-Center,,,,,,
,1623,3,D,29.78,16.03,D,TRUE,75.3,Grid_Top-Right,,,,,,
,1624,4,F,-34.11,-27.52,F,TRUE,17.3,Grid_Middle-Left,,,,,,
,1625,5,L,-18.66,-15.11,L,TRUE,46.1,Grid_Middle-Center,,,,,,
,1626,6,P,43.64,-9.16,P,TRUE,201,Grid_Middle-Right,,,,,,
,1627,7,T,-42.43,-47.87,NotVisible,FALSE,122.9,Grid_Bottom-Left,,,,,,
,1628,8,E,-17.21,-48.78,NotVisible,FALSE,201,Grid_Bottom-Center,,,,,,
,1629,9,O,48.79,-51.54,NotVisible,FALSE,46.1,Grid_Bottom-Right,,,,,,
,1630,1,C,-50.78,24.33,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,1631,2,E,-12.52,37.31,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1632,3,P,32,19.52,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,1633,4,O,-51.65,-12.56,NotVisible,FALSE,75.3,Grid_Middle-Left,,,,,,
,1634,5,D,-6.01,-0.81,D,TRUE,46.1,Grid_Middle-Center,,,,,,
,1635,6,F,36.19,8.77,F,TRUE,17.3,Grid_Middle-Right,,,,,,
,1636,7,T,-36.8,-52.02,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1637,8,Z,-13.02,-50.87,NotVisible,FALSE,17.3,Grid_Bottom-Center,,,,,,
,1638,9,L,46.8,-43.84,NotVisible,FALSE,201,Grid_Bottom-Right,,,,,,
,1639,1,E,-41.04,26.92,E,TRUE,201,Grid_Top-Left,,,,,,
,1640,2,L,-11.69,26.83,L,TRUE,201,Grid_Top-Center,,,,,,
,1641,3,O,36.5,33.01,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,1642,4,D,-48.64,-3.11,NotVisible,FALSE,75.3,Grid_Middle-Left,,,,,,
,1643,5,F,7.68,-6.04,F,TRUE,122.9,Grid_Middle-Center,,,,,,
,1644,6,Z,33.52,-7.76,Z,TRUE,28.3,Grid_Middle-Right,,,,,,
,1645,7,C,-28.95,-49.3,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,1646,8,P,-1.45,-46.88,P,TRUE,122.9,Grid_Bottom-Center,,,,,,
,1647,9,T,34.62,-34.67,T,TRUE,201,Grid_Bottom-Right,,,,,,
,1648,1,L,-32.93,37.9,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,1649,2,D,-7.75,41.02,NotVisible,FALSE,122.9,Grid_Top-Center,,,,,,
,1650,3,F,53.47,32.36,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,1651,4,C,-26.47,-25.41,NotVisible,FALSE,6.5,Grid_Middle-Left,,,,,,
,1652,5,P,19.68,-3.73,P,TRUE,122.9,Grid_Middle-Center,,,,,,
,1653,6,Z,44.22,-25.82,Z,TRUE,75.3,Grid_Middle-Right,,,,,,
,1654,7,O,-30.19,-48.2,NotVisible,FALSE,17.3,Grid_Bottom-Left,,,,,,
,1655,8,E,-4.88,-50.44,NotVisible,FALSE,10.6,Grid_Bottom-Center,,,,,,
,1656,9,T,51.15,-44.53,NotVisible,FALSE,75.3,Grid_Bottom-Right,,,,,,
,1657,1,F,-48.57,30.86,NotVisible,FALSE,46.1,Grid_Top-Left,,,,,,
,1658,2,C,13.85,36.53,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1659,3,Z,46.74,24.77,NotVisible,FALSE,17.3,Grid_Top-Right,,,,,,
,1660,4,D,-54.35,-0.28,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,1661,5,E,-19.4,-18.12,E,TRUE,28.3,Grid_Middle-Center,,,,,,
,1662,6,O,43.12,-21.96,O,TRUE,75.3,Grid_Middle-Right,,,,,,
,1663,7,P,-34.8,-51.36,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1664,8,L,-23.85,-39.62,L,TRUE,75.3,Grid_Bottom-Center,,,,,,
,1665,9,T,29.31,-42.19,T,TRUE,201,Grid_Bottom-Right,,,,,,
,1666,1,D,-43.77,13.23,D,TRUE,46.1,Grid_Top-Left,,,,,,
,1667,2,T,0.92,35.39,NotVisible,FALSE,10.6,Grid_Top-Center,,,,,,
,1668,3,L,33.29,23.43,L,TRUE,201,Grid_Top-Right,,,,,,
,1669,4,C,-41.07,-6.64,C,TRUE,201,Grid_Middle-Left,,,,,,
,1670,5,O,-0.76,-14.08,O,TRUE,75.3,Grid_Middle-Center,,,,,,
,1671,6,E,45.35,-11.13,E,TRUE,122.9,Grid_Middle-Right,,,,,,
,1672,7,P,-40.52,-32.83,P,TRUE,28.3,Grid_Bottom-Left,,,,,,
,1673,8,F,21.07,-34.33,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,1674,9,Z,52.01,-35.48,NotVisible,FALSE,46.1,Grid_Bottom-Right,,,,,,
,1675,1,P,-27.76,32.52,P,TRUE,28.3,Grid_Top-Left,,,,,,
,1676,2,Z,8.07,15.27,Z,TRUE,17.3,Grid_Top-Center,,,,,,
,1677,3,O,38.32,25.17,O,TRUE,46.1,Grid_Top-Right,,,,,,
,1678,4,T,-42.19,6.82,NotVisible,FALSE,17.3,Grid_Middle-Left,,,,,,
,1679,5,E,-18.43,-8.52,E,TRUE,10.6,Grid_Middle-Center,,,,,,
,1680,6,F,29.95,-19.53,F,TRUE,28.3,Grid_Middle-Right,,,,,,
,1681,7,C,-42.72,-37.67,C,TRUE,201,Grid_Bottom-Left,,,,,,
,1682,8,L,23.09,-43.68,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,1683,9,D,53.65,-37.1,NotVisible,FALSE,28.3,Grid_Bottom-Right,,,,,,
,1684,1,C,-43.23,39.79,NotVisible,FALSE,201,Grid_Top-Left,,,,,,
,1685,2,Z,-2.61,33.44,Z,TRUE,201,Grid_Top-Center,,,,,,
,1686,3,D,54.12,19.49,NotVisible,FALSE,10.6,Grid_Top-Right,,,,,,
,1687,4,L,-51.73,3.42,NotVisible,FALSE,17.3,Grid_Middle-Left,,,,,,
,1688,5,F,11.62,-7.66,F,TRUE,46.1,Grid_Middle-Center,,,,,,
,1689,6,T,44.39,-16.2,T,TRUE,46.1,Grid_Middle-Right,,,,,,
,1690,7,O,-49.27,-38.57,NotVisible,FALSE,75.3,Grid_Bottom-Left,,,,,,
,1691,8,E,-9.12,-38.8,E,TRUE,75.3,Grid_Bottom-Center,,,,,,
,1692,9,P,52.13,-38.07,NotVisible,FALSE,28.3,Grid_Bottom-Right,,,,,,
,1693,1,F,-45.86,14.49,NotVisible,FALSE,75.3,Grid_Top-Left,,,,,,
,1694,2,O,-23.71,41.67,NotVisible,FALSE,46.1,Grid_Top-Center,,,,,,
,1695,3,P,52.13,36.38,NotVisible,FALSE,46.1,Grid_Top-Right,,,,,,
,1696,4,L,-52.58,-3.39,NotVisible,FALSE,201,Grid_Middle-Left,,,,,,
,1697,5,Z,-14.9,9.41,Z,TRUE,28.3,Grid_Middle-Center,,,,,,
,1698,6,E,35.32,-9.14,E,TRUE,46.1,Grid_Middle-Right,,,,,,
,1699,7,C,-52.37,-38.53,NotVisible,FALSE,201,Grid_Bottom-Left,,,,,,
,1700,8,D,23.33,-41.94,D,TRUE,17.3,Grid_Bottom-Center,,,,,,
,1701,9,T,30.93,-35.54,T,TRUE,75.3,Grid_Bottom-Right,,,,,,
,1702,1,L,-49.33,27.72,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,1703,2,C,-5.73,16.21,C,TRUE,122.9,Grid_Top-Center,,,,,,
,1704,3,Z,41.07,21.87,Z,TRUE,122.9,Grid_Top-Right,,,,,,
,1705,4,E,-45.53,-7.44,NotVisible,FALSE,10.6,Grid_Middle-Left,,,,,,
,1706,5,F,6.12,-6.22,F,TRUE,122.9,Grid_Middle-Center,,,,,,
,1707,6,P,47.44,-21.53,NotVisible,FALSE,75.3,Grid_Middle-Right,,,,,,
,1708,7,D,-44.74,-49.14,NotVisible,FALSE,6.5,Grid_Bottom-Left,,,,,,
,1709,8,O,8.69,-47.08,NotVisible,FALSE,6.5,Grid_Bottom-Center,,,,,,
,1710,9,T,37.34,-35.73,T,TRUE,201,Grid_Bottom-Right,,,,,,
,1711,1,O,-42.86,29.79,NotVisible,FALSE,17.3,Grid_Top-Left,,,,,,
,1712,2,F,10.12,35.45,F,TRUE,201,Grid_Top-Center,,,,,,
,1713,3,E,41.47,34.78,NotVisible,FALSE,122.9,Grid_Top-Right,,,,,,
,1714,4,Z,-43.18,-19.69,Z,TRUE,28.3,Grid_Middle-Left,,,,,,
,1715,5,C,-17.5,-21.42,C,TRUE,122.9,Grid_Middle-Center,,,,,,
,1716,6,P,46.86,-9.73,P,TRUE,201,Grid_Middle-Right,,,,,,
,1717,7,L,-41.86,-46.89,NotVisible,FALSE,28.3,Grid_Bottom-Left,,,,,,
